crop_type,yield_per_acre,sowing_date,harvest_date,soil_nutrient_levels,rainfall,temperature,farmer_id,subsidy_amount,disbursement_date,soil type,crop name,location,Amount paid,Water usage(Litres),Electricity,Workers,Number of Acres
soybeans,80.72,9/17/2020,4/23/2022,low,44.82,41.78,585,7665.86,4/28/2022,Alluvial,Lentil,Bihar,5531,708,FALSE,6,455
rice,46.73,8/31/2022,07-10-2021,high,27.11,104.54,586,8787.31,12/22/2020,Desert,Groundnut,Maharashtra,9991,4,FALSE,8,119
wheat,49.83,02-06-2021,08-11-2021,low,31.4,37.17,587,6448.06,01-06-2022,Mountain,Peanut,Andhra Pradesh,8190,850,FALSE,4,835
wheat,94.85,10-12-2020,01-09-2020,medium,1.94,92.31,588,9756.7,5/23/2022,Desert,Ragi,Kerala,1520,192,TRUE,1,866
rice,90.35,4/23/2022,08-11-2022,medium,9.29,55.9,589,1665.63,04-03-2020,Black,Jute,Gujarat,2205,800,FALSE,4,589
cotton,45.74,09-04-2022,2/14/2021,medium,39.86,14.44,590,6975.38,3/19/2022,Peaty,Groundnut,Uttarakhand,3873,138,TRUE,8,513
rice,79.98,12-06-2022,4/25/2021,high,17.61,8.54,591,8275.06,1/22/2021,Clayey,Areca nut,Rajasthan,4516,948,TRUE,2,626
corn,28.86,03-12-2020,6/22/2021,medium,49.35,45.31,592,4299.19,11/23/2022,Peaty,Coriander,Haryana,8826,532,FALSE,2,402
cotton,47,05-08-2021,07-10-2020,medium,4.58,89.77,593,4024.76,07-08-2022,Alluvial,Coriander,Bihar,1861,149,TRUE,1,257
rice,96.11,2/22/2020,03-11-2020,low,0.87,34.09,594,6452.7,5/16/2020,Saline,Millets,Chhattisgarh,8161,528,FALSE,7,110
corn,53.9,4/29/2020,03-11-2020,high,46.38,50.2,595,7296.79,5/26/2020,Laterite,Sesame,Assam,365,754,TRUE,4,439
rice,11,11/24/2022,09-12-2020,high,39.2,56.31,596,8319.16,5/15/2021,Black,Cumin,West Bengal,3007,969,FALSE,3,814
cotton,40.72,1/17/2021,10-09-2020,medium,21.94,20.29,597,5044.09,06-11-2020,Desert,Groundnut,Maharashtra,1175,116,FALSE,5,260
soybeans,14.64,5/25/2021,2/20/2020,medium,18.5,116.03,598,4577.24,8/31/2020,Red,Wheat,Assam,4379,854,FALSE,9,961
soybeans,79.93,10/23/2021,5/13/2021,low,42.9,19.23,599,2807.21,10/21/2021,Saline,Sesame,Himachal Pradesh,9787,50,TRUE,9,126
rice,15.61,02-12-2020,5/13/2021,high,2.6,-0.36,600,1238.5,01-10-2022,Alluvial,Peach,Tamil Nadu,5656,228,TRUE,10,213
corn,5.38,10/25/2021,12/16/2020,medium,42.03,62.93,601,4437.89,02-01-2021,Alluvial,Jute,West Bengal,7267,550,TRUE,5,539
wheat,41.67,5/17/2020,12/17/2020,low,18.92,-16.45,602,2021.71,1/24/2021,Peaty,Vegetables,Haryana,4597,550,FALSE,10,693
cotton,15.58,12-01-2020,08-12-2022,high,37.12,-14.53,603,4429.91,05-02-2021,Laterite,Pulses,Punjab,4184,528,TRUE,6,191
soybeans,67.79,11/25/2022,04-06-2022,low,38.41,68.81,604,6625.37,11-09-2021,Desert,Ragi,Chhattisgarh,3657,884,FALSE,9,756
rice,16.33,9/30/2020,02-11-2021,low,49.85,-17.35,605,2662.64,1/20/2020,Loamy,Bajra (Pearl Millet),Karnataka,1029,485,TRUE,3,188
corn,17.12,07-04-2021,8/25/2021,medium,1.45,52.03,606,9889.92,2/29/2020,Alluvial,Wheat,West Bengal,2559,672,TRUE,8,155
wheat,98.78,12/30/2020,5/26/2021,low,46.9,-1.71,607,8449.68,4/28/2022,Peaty,Date Palm,Haryana,2219,235,FALSE,2,734
cotton,0.85,12/24/2021,10/13/2021,high,36.34,118.66,608,2899.18,04-07-2021,Black,Cashew,Assam,949,883,FALSE,3,842
soybeans,0.48,10/29/2021,5/24/2020,low,11.46,69.77,609,9612.02,1/15/2020,Saline,Cabbage,Karnataka,6555,940,TRUE,3,579
rice,72.67,5/26/2022,5/31/2020,medium,28.9,54.1,610,1676.8,12/21/2021,Laterite,Rice,Himachal Pradesh,5378,863,FALSE,6,22
soybeans,72.73,03-03-2020,10/30/2022,high,42.87,38.11,611,4052.3,11/22/2022,Desert,Mustard,Punjab,7334,431,FALSE,7,636
corn,40.34,09-07-2020,09-12-2021,medium,12.79,-1.05,612,7805.16,5/28/2020,Laterite,Tur (Pigeon Pea),Telangana,9871,541,TRUE,4,650
soybeans,33.31,8/30/2022,10-02-2021,medium,29.3,37.08,613,6502.21,08-04-2021,Alluvial,Wheat,Maharashtra,5504,913,FALSE,3,438
rice,73.91,3/25/2022,9/23/2022,medium,3.42,35.86,614,5514.07,02-06-2020,Black,Coffee,Jammu and Kashmir,1889,449,FALSE,8,187
corn,76.63,9/25/2020,7/26/2022,high,19.55,95.46,615,5154.99,3/16/2021,Peaty,Soybean,Andhra Pradesh,1270,49,TRUE,7,679
wheat,92.58,12/31/2021,4/30/2020,medium,44.09,99.26,616,5128.27,2/17/2020,Alluvial,Millets,Bihar,875,681,FALSE,9,821
soybeans,65.05,12/14/2020,9/22/2021,low,22.86,104.71,617,741.59,05-08-2021,Peaty,Pineapple,Punjab,8045,559,FALSE,3,654
corn,55.46,08-09-2020,11/25/2020,high,7.32,109.34,618,3380.74,09-08-2021,Saline,Rice,Himachal Pradesh,2480,646,FALSE,2,893
corn,33.42,01-05-2021,8/16/2022,low,26.54,68.51,619,9883.04,04-10-2020,Peaty,Coffee,Haryana,7859,150,TRUE,7,599
corn,14.23,12-10-2021,05-05-2022,low,40.53,52.62,620,7642.58,12/24/2022,Saline,Lentil,Himachal Pradesh,7172,632,TRUE,6,120
soybeans,20.68,11/22/2021,7/19/2021,high,2.35,67.15,621,56.86,01-01-2021,Mountain,Millets,Himachal Pradesh,5052,342,TRUE,3,505
soybeans,52.13,8/27/2020,9/16/2020,low,34.19,30.67,622,7480.86,5/26/2021,Peaty,Guar,Rajasthan,2638,548,TRUE,6,698
cotton,77.77,08-03-2022,3/22/2020,medium,43.55,109.93,623,673.78,08-12-2021,Red,Apple,Uttarakhand,6531,358,FALSE,4,727
corn,59.22,3/17/2020,05-01-2022,medium,4.54,-18.93,624,7198.7,10-04-2021,Saline,Vegetables,Karnataka,4134,408,TRUE,10,616
wheat,28.75,3/14/2022,5/24/2022,low,10.16,78.64,625,2018.51,1/19/2021,Red,Apple,Jammu and Kashmir,4773,457,FALSE,7,623
rice,9.25,06-11-2022,03-03-2020,high,44.62,-7.15,626,8729.52,06-01-2021,Laterite,Sugarcane,West Bengal,5207,176,FALSE,10,919
soybeans,31.18,07-06-2020,9/13/2021,high,0.83,-12.62,627,9315.99,6/22/2022,Red,Groundnut,Tamil Nadu,9814,956,FALSE,9,500
rice,98.34,04-03-2020,8/30/2020,high,34.67,16.69,628,2648.06,12/13/2021,Alluvial,Peach,Uttar Pradesh,8762,158,FALSE,3,226
rice,99.14,2/24/2020,11/27/2021,medium,23.93,16.6,629,3933.25,4/17/2021,Desert,Apple,Kerala,8818,376,FALSE,1,952
cotton,17.09,11/13/2021,3/21/2022,high,21.66,85.63,630,7093.18,10/14/2021,Loamy,Barley,West Bengal,2150,950,TRUE,10,245
cotton,87.55,12-06-2020,08-12-2022,medium,27.16,84.81,631,984.41,10-09-2022,Clayey,Tur (Pigeon Pea),Assam,3519,69,FALSE,9,112
wheat,25.87,6/27/2020,7/14/2022,low,41,72.78,632,483.32,2/18/2020,Loamy,Barley,Jammu and Kashmir,9547,348,FALSE,1,275
corn,7.01,4/16/2021,7/14/2022,high,44.52,13.31,633,7842.02,08-08-2021,Alluvial,Potato,Assam,64,817,FALSE,1,175
cotton,86.41,3/20/2022,10/27/2020,low,41.27,3.3,634,3388.23,1/27/2020,Laterite,Lentil,Uttar Pradesh,723,500,TRUE,5,29
corn,24.08,10-05-2020,09-09-2021,low,41.31,93.68,635,1471.21,01-11-2022,Mountain,Cotton,Haryana,5242,925,TRUE,8,956
cotton,79.56,5/25/2021,08-03-2021,high,33.93,111.1,636,6284.49,8/24/2021,Mountain,Sesame,Madhya Pradesh,9343,959,TRUE,1,520
rice,95.68,9/18/2020,06-03-2022,high,29.93,93.93,637,2015.97,12/25/2021,Loamy,Coffee,Kerala,8223,651,TRUE,1,77
soybeans,45.16,06-05-2022,7/24/2020,high,6.32,114.14,638,8953.47,1/24/2020,Desert,Cumin,Uttarakhand,6003,774,TRUE,1,147
rice,7.93,01-12-2022,10/22/2021,low,7.89,94.91,639,2389.99,12/16/2020,Loamy,Cashew,Odisha,9954,169,TRUE,9,107
soybeans,21.15,03-01-2022,11/26/2021,low,25.62,-4.86,640,1384.18,12-02-2021,Peaty,Mustard,Madhya Pradesh,4179,44,TRUE,7,216
cotton,27.64,6/22/2022,11/18/2021,low,1.58,71.27,641,7353.5,06-11-2020,Desert,Millets,Gujarat,4790,613,TRUE,8,92
soybeans,22.59,9/28/2020,8/20/2021,low,25.93,81.39,642,3832.08,4/14/2022,Laterite,Cashew,Maharashtra,7526,466,FALSE,1,865
wheat,17.17,04-07-2022,12-04-2021,medium,17.6,11,643,365.79,4/23/2022,Laterite,Groundnut,Chhattisgarh,9510,323,TRUE,1,172
cotton,79.74,12-10-2022,02-11-2020,medium,6.5,75.82,644,2471.52,9/28/2021,Laterite,Onion,Tamil Nadu,133,540,FALSE,4,354
soybeans,49.37,7/23/2020,9/25/2022,medium,2.66,103.58,645,3999.55,07-12-2020,Laterite,Areca nut,Madhya Pradesh,8180,437,FALSE,5,230
wheat,51.28,07-11-2021,09-08-2022,high,36.09,62.97,646,9863.83,9/18/2022,Black,Maize,West Bengal,2395,682,TRUE,10,208
wheat,94.87,10-01-2022,12/24/2022,low,1.81,111.52,647,8233.96,6/21/2021,Saline,Sorghum,Punjab,8631,745,TRUE,1,962
rice,50.64,9/27/2020,5/27/2021,low,2.97,118.54,648,7304.14,3/19/2020,Red,Potato,West Bengal,4179,819,FALSE,6,833
rice,8.46,2/17/2021,03-07-2020,medium,16.29,106.77,649,2683.47,4/16/2021,Desert,Potato,Haryana,6381,993,FALSE,5,552
wheat,15.66,11/25/2020,10/19/2020,high,1.18,103.1,650,9512.97,7/22/2022,Mountain,Pulses,Odisha,8862,213,TRUE,3,624
soybeans,32.17,09-04-2021,11-05-2022,low,9.1,41.01,651,1156.02,10/15/2020,Peaty,Peanut,West Bengal,5592,193,TRUE,10,93
rice,10.62,4/20/2020,3/28/2022,high,10.36,91.73,652,1780.57,1/22/2020,Red,Potato,Telangana,8432,185,FALSE,9,505
cotton,31.74,10/24/2022,01-04-2022,high,23.86,104.29,653,5747.33,04-05-2020,Laterite,Guar,Maharashtra,7545,607,TRUE,1,364
rice,30.88,06-04-2020,01-10-2020,high,13,57.86,654,5804.15,12/25/2022,Red,Chickpea,Telangana,8488,44,TRUE,3,443
soybeans,16.62,08-07-2021,3/30/2020,high,15.58,100.71,655,577.99,6/29/2022,Black,Cashew,Tamil Nadu,4729,666,FALSE,1,579
cotton,40.55,07-03-2021,7/26/2022,low,24.01,106.19,656,9607.48,05-08-2020,Black,Coriander,Rajasthan,2247,419,FALSE,4,986
corn,55.05,03-10-2021,10/29/2022,high,13.09,83.09,657,8990.84,6/27/2021,Mountain,Date Palm,Gujarat,21,112,TRUE,4,884
soybeans,20.58,12/28/2020,07-05-2022,medium,18.84,47.85,658,9134.01,6/19/2021,Laterite,Sugarcane,Assam,3266,472,FALSE,1,630
rice,50,06-06-2020,08-05-2021,low,9.25,-3.51,659,2720.29,04-12-2022,Red,Maize,Assam,3950,699,TRUE,5,842
corn,41.45,04-04-2020,1/28/2020,high,39.66,104.65,660,5716.01,5/15/2020,Black,Maize,Telangana,4269,768,TRUE,7,52
wheat,81.6,07-02-2020,7/22/2020,high,25.79,14.39,661,5261.32,6/30/2022,Mountain,Soybean,Odisha,3321,321,TRUE,7,318
cotton,84.12,12-04-2021,04-09-2020,medium,31.17,110.07,662,4267.15,5/19/2020,Desert,Apple,Uttarakhand,3113,830,TRUE,5,196
corn,50.98,4/16/2022,01-04-2020,high,5.12,53.8,663,3942.72,05-01-2021,Desert,Tur (Pigeon Pea),Gujarat,2162,181,FALSE,1,979
rice,43.13,02-03-2022,4/18/2022,high,0.85,53.93,664,9707.4,10-01-2022,Clayey,Chickpea,Chhattisgarh,2316,624,FALSE,10,731
soybeans,18.56,3/14/2020,12/15/2022,high,12.68,40.34,665,9236.24,11/13/2021,Laterite,Coffee,Madhya Pradesh,7398,773,TRUE,8,647
soybeans,27.05,8/19/2020,01-11-2020,low,26.96,5.07,666,4660.07,12-07-2021,Loamy,Tea,Assam,420,220,FALSE,2,27
wheat,48.4,06-06-2020,04-11-2022,low,28.61,83.51,667,5239.06,12/20/2020,Clayey,Rice,Jammu and Kashmir,60,329,FALSE,2,587
wheat,45.06,03-03-2021,2/25/2022,medium,12.17,35.78,668,4384.96,10/17/2022,Desert,Coffee,Madhya Pradesh,3154,497,TRUE,8,585
wheat,50.17,8/31/2022,09-09-2021,medium,12.61,-12.29,669,5097.34,4/14/2022,Peaty,Peach,Haryana,7028,647,FALSE,8,6
cotton,47.86,7/27/2021,06-09-2022,low,46.83,-7.41,670,2615.18,07-05-2020,Loamy,Sugarcane,Gujarat,4681,706,FALSE,1,816
corn,75.12,06-02-2022,10-05-2020,medium,34.29,50.89,671,2311,04-08-2020,Laterite,Pineapple,Uttarakhand,2679,899,TRUE,7,684
soybeans,64.94,12/20/2022,9/22/2020,low,49.8,67.78,672,3437.16,7/17/2021,Saline,Bajra (Pearl Millet),Uttar Pradesh,9549,220,TRUE,9,418
cotton,34.36,8/29/2020,09-02-2020,high,29.9,98.44,673,1960.23,7/15/2020,Loamy,Pulses,Chhattisgarh,9235,775,TRUE,3,282
rice,92.39,10/27/2021,2/15/2020,medium,39.57,84.39,674,5477.91,1/22/2020,Alluvial,Cashew,Rajasthan,1886,559,TRUE,8,505
soybeans,58.7,7/20/2022,07-02-2021,medium,48.67,2.48,675,3167.86,5/21/2022,Loamy,Pineapple,Madhya Pradesh,4879,670,TRUE,9,662
cotton,65.36,8/27/2020,08-07-2022,medium,31.43,-15.65,676,5553.92,2/28/2021,Peaty,Cashew,Himachal Pradesh,8153,589,FALSE,1,395
wheat,26.14,7/22/2022,10/27/2022,low,12.42,19.71,677,1468.57,04-06-2022,Peaty,Peach,Maharashtra,2043,674,TRUE,8,341
cotton,29.28,3/21/2020,10/23/2020,low,1.16,88.52,678,3737.81,08-08-2021,Desert,Millets,Odisha,7090,181,TRUE,9,746
rice,58.55,3/13/2020,1/22/2021,medium,33.09,34.07,679,8969.9,4/27/2022,Red,Sesame,Uttar Pradesh,8761,788,FALSE,3,693
corn,59.42,2/19/2021,12/15/2021,high,6.37,117.64,680,5687.84,5/23/2022,Loamy,Plum,Uttar Pradesh,557,84,TRUE,9,49
soybeans,22.49,11-06-2022,2/27/2021,low,41.32,109.02,681,44.64,7/18/2020,Black,Tur (Pigeon Pea),Odisha,6668,404,FALSE,8,528
rice,11.12,03-08-2020,10-08-2022,medium,15.92,-7.2,682,5282.14,12/21/2022,Mountain,Sunflower,Bihar,3858,957,TRUE,6,285
soybeans,17.83,02-02-2021,04-09-2020,medium,34.86,-1.61,683,2710.21,10/29/2020,Alluvial,Onion,Odisha,9048,614,TRUE,8,229
rice,53.72,01-05-2022,1/31/2021,medium,44.83,83.51,684,4794.63,2/19/2020,Desert,Date Palm,Kerala,8241,456,TRUE,9,497
cotton,0.59,11/13/2022,11-06-2020,medium,21.03,-15.54,685,9099.27,07-10-2022,Clayey,Chickpea,Tamil Nadu,1712,216,TRUE,3,454
corn,70.26,7/29/2020,2/18/2020,high,33.26,72.79,686,39.76,02-03-2022,Loamy,Pulses,Maharashtra,9560,79,TRUE,9,259
rice,45.51,6/19/2020,11/25/2020,low,31.45,40.76,687,884.69,10/22/2020,Alluvial,Lentil,Maharashtra,8533,636,TRUE,2,569
wheat,7.5,06-05-2020,11/19/2020,low,4.28,71.73,688,7265.48,10/18/2022,Loamy,Millets,Haryana,5865,527,TRUE,8,286
soybeans,24.2,10-05-2020,9/27/2020,medium,17.78,109.1,689,5624.02,08-07-2020,Clayey,Pulses,Chhattisgarh,2011,936,FALSE,6,213
corn,86.81,07-02-2021,11/20/2021,low,32.71,26.19,690,9294.96,2/13/2022,Alluvial,Sorghum,Chhattisgarh,5926,709,FALSE,10,872
rice,14.54,1/29/2020,03-09-2022,low,38.7,34.73,691,8937.72,02-03-2020,Clayey,Coriander,Kerala,6845,644,FALSE,1,79
rice,85.58,12-07-2022,1/27/2020,high,16.02,118.65,692,7602.54,10/26/2021,Red,Ragi,Andhra Pradesh,6216,959,FALSE,2,952
wheat,99,01-11-2020,4/19/2020,low,37.59,-18.16,693,5242.55,11/30/2021,Alluvial,Groundnut,West Bengal,7222,259,TRUE,9,33
cotton,78.37,9/30/2021,02-11-2020,low,18.38,110.25,694,7625.73,5/16/2021,Red,Sorghum,Rajasthan,9917,975,FALSE,8,697
soybeans,94.94,06-01-2022,03-02-2021,high,21.11,84.3,695,2424.94,3/31/2022,Loamy,Peach,West Bengal,9082,9,TRUE,10,359
wheat,80.78,11/21/2022,10-08-2022,medium,28.3,21.29,696,3547.46,8/30/2022,Peaty,Barley,Uttar Pradesh,485,606,FALSE,9,998
cotton,38.17,5/29/2021,12/21/2020,medium,47.54,11.1,697,3890.96,1/16/2021,Laterite,Cumin,Himachal Pradesh,2159,560,TRUE,4,270
wheat,11.93,7/28/2020,11/30/2022,high,10.63,8.15,698,7779.06,11-03-2021,Peaty,Guar,Gujarat,431,619,FALSE,10,224
cotton,56.47,10-12-2021,7/31/2021,high,46.96,16.49,699,469.61,3/17/2022,Alluvial,Tea,Maharashtra,5301,431,TRUE,10,710
soybeans,86.73,06-10-2021,04-02-2020,low,30.45,41.75,700,6115.46,8/16/2020,Saline,Soybean,Rajasthan,440,64,TRUE,2,695
wheat,59.35,3/22/2021,3/27/2021,high,5.25,91.6,701,5520.11,1/27/2021,Saline,Apple,Tamil Nadu,6990,936,TRUE,3,202
cotton,81.33,08-03-2021,9/14/2020,high,7.94,47.93,702,5327.83,5/21/2022,Black,Guar,Karnataka,8257,917,FALSE,7,742
rice,61.62,7/28/2020,04-12-2020,low,5.98,30.83,703,6973.81,5/26/2022,Clayey,Millets,Bihar,1390,95,FALSE,6,855
corn,53.45,09-10-2020,1/31/2022,medium,16.16,32.87,704,8787.72,04-03-2020,Loamy,Mustard,Madhya Pradesh,4161,463,TRUE,9,697
rice,42.43,8/29/2020,3/19/2021,high,45.2,22.63,705,1621.15,8/19/2022,Red,Chili,Tamil Nadu,9549,259,FALSE,10,8
wheat,17.01,10-09-2021,11/15/2021,high,6.44,-2.93,706,4156.02,4/16/2021,Saline,Chili,Punjab,4489,275,FALSE,6,85
wheat,36.83,5/13/2021,11-06-2021,low,38.16,41.92,707,7860.48,1/14/2022,Mountain,Chickpea,Rajasthan,555,103,FALSE,8,7
rice,51.51,7/16/2020,07-06-2021,high,0.67,97.39,708,9685.61,12/13/2020,Laterite,Potato,Bihar,3303,57,TRUE,1,339
corn,91.14,05-03-2020,07-12-2022,high,48.01,24.73,709,9100.32,9/23/2022,Laterite,Rice,Gujarat,8718,747,TRUE,1,535
corn,90.42,07-10-2021,12/17/2021,high,0.37,52.51,710,3802.25,04-05-2022,Saline,Peach,Madhya Pradesh,5915,293,TRUE,9,439
wheat,60.14,6/25/2020,11/19/2021,medium,19.51,111.11,711,4504.95,3/19/2020,Clayey,Cotton,Tamil Nadu,2863,562,TRUE,3,320
wheat,97.06,8/29/2020,01-06-2022,medium,17.18,43.8,712,4046.57,8/31/2022,Alluvial,Coriander,Bihar,8820,165,FALSE,10,727
corn,88.67,8/23/2020,4/28/2022,low,32.85,1.58,713,7529.11,12/14/2021,Mountain,Cashew,Karnataka,5719,994,FALSE,9,142
corn,75,11/27/2021,04-12-2022,medium,0.66,43.71,714,4469.75,7/21/2020,Alluvial,Mustard,Uttarakhand,7054,89,TRUE,2,483
wheat,5.81,9/17/2021,03-03-2021,medium,11.03,-2.87,715,4097.66,5/25/2020,Red,Cotton,Telangana,6275,48,TRUE,4,375
rice,24,11-11-2021,4/29/2020,low,38.06,56.72,716,369.21,10/31/2021,Peaty,Sunflower,Assam,5459,308,TRUE,6,13
corn,3.19,8/16/2022,12/27/2021,low,30.51,16.08,717,3594.34,3/29/2022,Saline,Soybean,Punjab,5390,572,TRUE,6,252
corn,61.39,02-01-2022,03-04-2021,high,17.24,4.41,718,6708.12,1/19/2022,Red,Ragi,West Bengal,3296,825,FALSE,7,611
cotton,0.77,09-08-2022,8/20/2022,high,37.02,117.02,719,877.12,12-02-2021,Saline,Jute,Uttarakhand,1857,560,FALSE,7,171
cotton,98.45,07-02-2021,06-09-2020,medium,35.42,102.49,720,6281.34,3/15/2022,Laterite,Mustard,Andhra Pradesh,717,129,TRUE,5,190
soybeans,74.46,12/23/2020,2/22/2020,low,16.42,48.6,721,9408.18,09-11-2022,Saline,Sunflower,Himachal Pradesh,5508,278,TRUE,5,262
wheat,24.53,9/20/2020,03-05-2020,low,10.73,65.84,722,88.27,07-10-2020,Peaty,Sesame,Bihar,5722,189,TRUE,4,828
rice,83.65,04-12-2022,12-10-2022,high,5.74,24.46,723,2779.49,04-04-2021,Laterite,Millets,Tamil Nadu,9372,915,TRUE,4,697
wheat,29.11,3/28/2020,2/21/2021,medium,23.31,29.09,724,6295.62,01-08-2021,Laterite,Plum,Tamil Nadu,3339,976,TRUE,5,685
cotton,0.8,7/13/2020,03-12-2020,medium,41.75,59.67,725,1498.72,7/15/2021,Laterite,Sugarcane,Chhattisgarh,7441,165,FALSE,3,173
cotton,53.26,8/24/2021,04-03-2022,medium,23.81,90.33,726,6196.2,01-03-2021,Loamy,Pulses,Kerala,7423,162,TRUE,10,564
cotton,72.88,6/28/2022,1/18/2020,high,10.62,111.8,727,361.12,10-08-2020,Saline,Barley,Maharashtra,9055,73,FALSE,9,229
corn,22.16,5/28/2022,6/24/2021,medium,12.23,45.52,728,3451.38,5/21/2022,Peaty,Bajra (Pearl Millet),Tamil Nadu,9582,68,FALSE,5,320
corn,68.42,6/26/2021,11-02-2021,medium,40.23,57.14,729,231.75,11/25/2020,Loamy,Tur (Pigeon Pea),Jammu and Kashmir,4079,851,FALSE,6,264
soybeans,82.05,6/28/2020,7/21/2021,high,37.71,60.79,730,5221.27,10-04-2021,Black,Areca nut,Uttarakhand,401,42,FALSE,8,783
soybeans,74.92,02-12-2020,08-09-2021,low,27.58,67.08,731,3192.18,12/14/2020,Loamy,Sesame,Chhattisgarh,1867,614,FALSE,3,283
soybeans,44.26,6/16/2020,5/15/2020,low,7.94,-4.25,732,9818.91,05-04-2020,Clayey,Groundnut,Uttarakhand,7571,643,TRUE,4,272
soybeans,70.48,12-03-2020,8/15/2022,medium,30.44,48.44,733,5103.46,9/27/2020,Saline,Cashew,Kerala,9903,331,TRUE,7,799
wheat,51.7,04-02-2020,09-10-2022,high,29.97,-2.5,734,4440.77,6/19/2022,Alluvial,Cabbage,Gujarat,7667,8,TRUE,4,779
soybeans,97.64,02-12-2021,06-11-2020,medium,36.18,56.98,735,6123.33,12-03-2020,Laterite,Bajra (Pearl Millet),Andhra Pradesh,7146,310,FALSE,5,819
cotton,81.56,04-07-2020,10/24/2021,medium,37.19,116.09,736,4232.63,3/20/2020,Laterite,Vegetables,Jammu and Kashmir,4029,752,FALSE,5,3
corn,72.04,06-02-2020,5/25/2020,medium,2.84,46.16,737,5431.02,05-02-2022,Mountain,Pineapple,Chhattisgarh,4773,343,FALSE,8,549
cotton,74.19,6/13/2022,9/13/2021,low,28.06,63.9,738,9150.59,11/15/2022,Peaty,Cashew,Madhya Pradesh,1846,873,FALSE,10,397
cotton,87.12,11/20/2021,4/20/2020,high,5.9,2.56,739,2283.34,02-11-2021,Loamy,Areca nut,Odisha,6860,712,TRUE,7,346
cotton,96.95,9/21/2020,07-09-2022,medium,41.78,90.5,740,1311.01,7/14/2020,Loamy,Sesame,Haryana,3995,986,FALSE,8,959
corn,36.95,10/24/2021,05-10-2020,high,34.5,71.94,741,2435.63,1/24/2020,Clayey,Soybean,Punjab,4569,642,TRUE,5,855
wheat,7.49,01-12-2021,2/23/2021,high,8.82,51.26,742,5455.29,04-04-2022,Alluvial,Tea,Gujarat,8679,549,TRUE,1,72
rice,27.97,4/17/2021,3/22/2022,high,19.82,86.51,743,5321.84,12/29/2021,Mountain,Jute,Chhattisgarh,6318,632,FALSE,9,413
corn,9.34,08-12-2022,8/25/2021,high,24.53,92.51,744,2246.83,1/25/2020,Clayey,Bajra (Pearl Millet),Uttarakhand,5244,102,FALSE,6,543
wheat,93.13,1/31/2020,11/14/2021,medium,45,29.96,745,7835.22,4/18/2022,Clayey,Cumin,Jammu and Kashmir,9584,508,FALSE,1,403
wheat,3.32,02-09-2021,1/23/2020,low,35.67,-1.48,746,4109.94,7/13/2020,Black,Millets,Tamil Nadu,5501,717,TRUE,6,292
cotton,37.1,4/15/2020,09-11-2020,low,36.03,12.41,747,3672.77,6/25/2022,Loamy,Tobacco,Haryana,7797,835,TRUE,4,74
rice,35.84,4/22/2021,3/15/2020,medium,6.92,67.49,748,6801.91,04-11-2021,Clayey,Tur (Pigeon Pea),Haryana,1195,536,FALSE,6,369
corn,25.21,09-07-2021,11-02-2021,low,14.24,34.76,749,5245.21,2/16/2022,Laterite,Onion,Odisha,8562,289,TRUE,1,279
cotton,88.08,11/16/2020,03-06-2022,medium,19.55,57.46,750,2276.81,11/16/2021,Laterite,Potato,Bihar,7000,709,FALSE,6,281
corn,85.21,03-10-2020,5/31/2022,high,19.14,39.63,751,1423.39,10-12-2021,Red,Wheat,Bihar,1185,255,FALSE,10,982
wheat,86.15,08-05-2022,8/16/2021,high,36.76,48.33,752,9443.46,8/31/2020,Saline,Cumin,West Bengal,8491,837,TRUE,3,534
soybeans,43.44,11-03-2021,7/22/2022,medium,16.61,89.39,753,5082.5,12/14/2021,Desert,Barley,Madhya Pradesh,5765,262,TRUE,9,855
wheat,34.58,10/24/2020,8/30/2022,medium,38.47,75.33,754,8163.38,10/20/2021,Peaty,Apple,Assam,1478,146,TRUE,8,668
cotton,56.97,1/22/2022,6/14/2020,low,8.52,71.52,755,7550.9,11/30/2021,Alluvial,Tobacco,Haryana,3689,719,TRUE,4,373
cotton,97.97,07-10-2021,8/29/2022,medium,49.54,31.98,756,9231.5,9/16/2020,Red,Barley,Telangana,5759,165,FALSE,2,250
soybeans,59.54,7/21/2020,08-10-2022,high,26.13,66.34,757,2592.67,02-10-2021,Alluvial,Sugarcane,Assam,9326,88,FALSE,9,155
rice,85.85,11/17/2020,12/15/2022,high,1.04,13.34,758,5972.23,11-10-2020,Peaty,Chickpea,Maharashtra,1162,576,FALSE,2,94
cotton,57.28,10/30/2020,6/28/2021,medium,19.66,72.06,759,5334.24,3/26/2020,Loamy,Sunflower,Punjab,8429,561,TRUE,4,355
rice,95.81,06-12-2020,7/28/2022,low,26.55,102.96,760,3017.12,5/19/2021,Laterite,Coriander,Uttarakhand,2409,830,FALSE,6,453
cotton,54.05,3/30/2020,10-03-2022,high,21.35,15.17,761,670.35,09-04-2022,Desert,Mustard,Tamil Nadu,6322,351,FALSE,9,362
rice,55.38,12/26/2021,06-06-2021,high,14.67,97.47,762,7866.45,6/23/2022,Red,Date Palm,Maharashtra,7833,484,FALSE,4,816
rice,96.07,09-01-2020,4/19/2021,low,14.36,40.34,763,8589.03,04-01-2020,Mountain,Sorghum,Andhra Pradesh,8207,878,FALSE,7,923
wheat,14.67,7/26/2020,07-12-2021,low,18.18,5.68,764,4304.34,6/23/2021,Black,Onion,Odisha,969,831,TRUE,9,606
